,ResponseId,StartDate,OverallSatisfaction,OpenResponse,LoggingIn,AccessPurchase,PageNumberSearch,Price,Navigation,Products,CustomerSupport,OtherDevices,Technical,Other(Homework),Group Satisfaction,sentiment
23,R_2aJQ10RcNkUHTwX,2019-07-17 20:45:00,8, Very satisfied except when I bought it for platform2 it was hard to access other books on publisher1,0,1,0,0,0,0,0,0,0,0,6-8,positive
24,R_1jOs9fc2UR24uCL,2018-10-19 14:47:00,8, When listening to the audio the audio this and keep running while listening to it on the bar and ever my phone it just leave the other aspect and Iâ€™m having and I utilize an iPad Pro with universities already you donâ€™t mind and I was surprised that graph or not compatible with my device I would recommend that the man has students are investing again Iâ€™m at as well ,0,0,0,0,0,0,0,1,0,0,6-8,positive
25,R_psm9PDYBkv6V5tv,2021-03-31 20:50:00,7," While the software is great for studying and helping me along with my course work, I have to say I would like a copy of the book over digital.",0,0,0,0,0,1,0,1,0,0,6-8,positive
26,R_1OpEJHEN0LG2fjg,2020-04-22 15:17:00,4,"""ease"" does not apply to this product, refer to my first comment ",0,0,0,0,0,1,0,0,1,1,1-5,positive
27,R_3iWpEvVPZrr8tSB,2019-01-27 22:00:00,1,"""Generic Error
Error information is listed below. For further details, increase the logging for your WebSphere Commerce system, and check the log file. 

A generic error has occurred. """,1,0,0,0,0,0,0,0,0,1,1-5,negative
28,R_2uVA4gq46SlXSGs,2018-09-10 11:48:00,6,"""On a scale from 1-10, how satisfied are you with the ease of using publisher1?""
Logging in opens a new tab, going to platform2 opens a new tab and going to iLrn opens a new tab, and that is all just very silly.

Also, trying to get to iLrn opens a page with just the key, which has a link to ""Access"" which opens a new tab, which I then have to find the link that will bring me to the login page (because clicking ""Access"" brings me to what is essentially a service that I've already paid for??) and clicking sign in opens yet another tab. 
What I'm trying to say is that your website is unnecessarily complicated.  

""On a scale from 1-10, how satisfied are you with finding the right materials for your course? ""
When trying to find my Spanish text and online materials, I searched the exact title of my textbook and I had to go through at least a page of related materials before I found the base textbook.

",1,1,0,0,0,0,0,0,0,0,6-8,positive
29,R_ZBGrEDCXcyqagzD,2020-04-04 08:21:00,4,"""product2"" is false advertising. Also, it's really a pain to have to log back in every time I leave a window for too long.",1,0,0,0,0,0,0,0,0,0,1-5,negative
30,R_AvAkKppgq9cxngt,2020-02-25 21:41:00,7,$ and books availability ,0,0,0,1,0,0,0,0,0,0,6-8,neutral
31,R_3ErP6DtAMNrfqKI,2018-09-26 10:02:00,1,"$100 for 6 months of access, price is ridiculous and it is not advertised as an option for books, so i bought books and then bought this program ",0,0,0,1,0,0,0,0,0,0,1-5,negative
32,R_2rqZESawGFTh5u6,2019-04-21 20:06:00,2,"$119 for 4 months is too much. I will be happy to never pay this money, but I don`t have a choice.",0,0,0,1,0,0,0,0,0,0,1-5,positive
33,R_3JlztQrfguN4vcL,2019-04-26 00:28:00,1,$120. And I don't physically own anything? that's a joke. ,0,0,0,1,0,1,0,0,0,0,1-5,positive
34,R_xlQdSSuU2ZsmFIB,2019-02-11 17:20:00,4,"$7.99 for a print copy is not ""free.""",0,0,0,0,0,1,0,0,0,0,1-5,negative
35,R_1kSlrjbL1seEQM0,2018-11-28 20:06:00,4,"*I realize this is for signing up but need to provide feedback as a user, maybe this will get to someone who can make a difference and make the popup quit nagging me to provide feedback. 
Using Mac OSx/Firefox/Comcast Xfinity/speed > 100 Mps. 
- Online books are slow to load. 
- Latent page scrolling and delays in viewing images. 
- Need to have the option to keep a side bar open for use as a notepad and remain open while navigating through pages, chapters, images, graphs etc.  
- Recommend a simpler single sign on and less click through to the student dashboard. 
- Also, when purchasing the coursework it was not real clear how product2 is compared to the basic or original publisher1. ",0,0,0,0,0,0,0,0,1,1,1-5,neutral
36,R_1pR3Z25Trx6VT6X,2018-09-26 22:52:00,7,:) Have a great day! Hope your week goes exceptionally well. ,0,0,0,0,0,0,1,0,0,0,6-8,positive
37,R_1mdP8oANpq8BwOq,2020-03-20 19:19:00,8,0it times out and sometimies thats a hassel,1,0,0,0,0,0,0,0,0,0,6-8,neutral
38,R_Dv35Q88b1kCIQ5r,2019-07-02 21:06:00,6,"1- when i click on a course, I am only interested in that page, but publisher1 always stays open. it should be default to navigate away from the publisher1 page and to the platform2 - Not to open in a new tab. 2- platform2 answer type should be clearer (for example the simple i is different than the types letter i) and I lose points based on semantics. phrases like ""Be sure  to use all appropriate symbols from the symbol tab"" would be nice on applicable problems.",1,0,0,0,0,0,0,0,0,1,6-8,positive
39,R_ekVJ4OK8KhZkDKh,2018-11-30 17:12:00,1,1 wrong answer means having to redo entire page instead of one part of one question. It doesn't save correct answers forces you to complete answers you already got right along with the one part you didn't.,0,0,0,0,0,0,0,0,0,1,1-5,negative
40,R_3Dtp2O0pjVF3q9l,2018-10-08 21:28:00,4,"1) I have not received any support to obtain a printed copy of the book, I do not read well off a screen
2) Trying to go from chapter to chapter for reference is archaic
3) Stopping and restarting the voice reader is cumbersome
4) I can get product3 for free without this rental
5) The XLMiner tool was not provided with the book, although that is the tool referenced
6) I spend a lot of money on my books to keep in my library for reference. To spend this much money with no book and no tools is ridiculous!",0,0,1,1,0,1,0,0,0,0,1-5,negative
41,R_29csp5Y3YdgHcSs,2019-04-21 11:32:00,8,"1) lower costs are important -- Now retired, I realize that the ROI on books is great (I marked mine thoroughly and kept them for years), but students have to manage debt, part-time jobs, and other constraints,.  So, books, computers, etc. costs are out-of-balance.   ***2) I talked to publisher1 (excellent customer service) at least half-a-dozen times about taking a text (like I used in on-site labe 20 years ago) and making an e-book by simply adding video, quizzes, etc.  Today's students will not memorize an 800-pp. book (nor should they be expected to do so) about computers !  My quote:  ""Anything that you learn about computers today will have changed yesterday.:  Special note:  Microsoft made a wonderful addition to Office apps -- ""Tell me what you want to do"" ON THE RIBBON.  This is not yet in e-books , etc.  -- how sad !!",0,0,0,0,0,0,1,1,0,0,6-8,positive
42,R_1oolavRY5ETWNxF,2019-03-09 21:12:00,6,"1) Some products still rely on flash, which hinders use 2) I get logged out alot 3) I would like to have access to coursework without a teacher ",1,1,0,0,0,0,0,0,0,0,6-8,positive
43,R_2TBtuFKfSMA0MLQ,2020-03-02 19:34:00,4,1. Costs too much 2. I cant print my assignments and see the whole problem. It'll only show whats on the page. 3. When im doing homework I can see the complete problem or chart im looking at only small windows where I have to keep scrolling. 4. On my assignments where Im allowed more than one submission the answers from my last submission pop up and there's no way to clear the answers so that I can really test myself on the problems.  #. Does not give very good study tool to confirm understanding of the material.- Accounting course- the study tools literally regurgitate the book. And more but I have a test due in 3 hours so I have to go study. Would not recommend. ,0,0,0,0,0,0,0,0,0,1,1-5,negative
44,R_3O6bcHU6VTki9Ys,2019-02-01 08:09:00,6,"1. Does not tell you date subscription is over.
2. Difficult to find platform3 digital course since it does not have the book title in its name
3. Not user friendly.",0,1,0,0,1,0,0,0,0,0,6-8,negative
45,R_2eXzg5kUQ7fy2JA,2019-04-25 11:18:00,3,"1. Homework does not show the correct answers when you're wrong. How are you supposed to learn?  2. The CalcChat answers are FREQUENTLY WRONG due, I suspect, to having the wrong version of the question. 3. The platform2, either quiz, or some other tool, should have a way to enter a problem in, grade it, and view the correct answer/solution. That's only available with the ""try another"" option which is offered infrequently. ",0,0,0,0,0,0,0,0,0,1,1-5,negative
46,R_TonMUXTlHTrF6PT,2020-03-05 12:04:00,2,"1. It's not a bank account so i don't  see the need to constantly logging me out of my account while i doing my homework. It takes a lot of time to log in back to my account, find the chapter, and the specific place i was at the time publisher1 decided to log me out, it is especially crucial when i have couple of minutes left before the due date/time. This ruins the entire experience for me, and i don't even see the need to do so, who would possibly need my textbook, my daughter can hack into it and read something?? Also, i only get the ""textbook"" for the duration of my semester, and sometimes i would like to go back and read or refer to my textbook even after my class is finished. There's definitely enough stress with school, but reading your textbook, or following directions in the chapter without the application constantly logging me out should not be one of them, too much stress, and it takes time to get the concentration back!  ",1,0,0,0,0,0,0,0,0,0,1-5,negative
47,R_3I0E3oU8auo4BGt,2019-06-16 09:58:00,2,1. Paying for online course and still have to pay for book rental. 2. Hard to keep track of assignments from my canvas. ,0,0,0,1,0,0,0,0,0,0,1-5,negative
48,R_2ifpbOeZle6ioSt,2018-10-02 03:19:00,8,"1. publisher1 sometimes won't work with Google Chrome, and I have to do some of my assignments with Microsoft Edge.
2. It is not easy to study the textbook. I need to go back and forth to read two different subjects from two different chapters. I wish that it was like a pdf. file, so I could see the whole book in one page.
3. I am also using the Connect (Mc Graw Hill), and to me, doing the assignments on Connect is much easier than platform1.",0,0,1,0,0,0,0,0,1,0,6-8,positive
49,R_1qV8Sk5vsmhIq4R,2018-11-20 13:11:00,5,"1. Why do you not have a ""remember me"" box on your login page? Why do I have to manually re-enter my login info every time I go to publisher1? 

2. Why does logging in not automatically take me to my dashboard? I don't need the home page. I'm not here for the home page. I'm here to access my textbooks and courses.",1,0,0,0,0,0,0,0,0,0,1-5,neutral
50,R_3MM5H9EkMc4BWFU,2018-09-27 16:30:00,4,1/9 books that I need,0,0,0,1,0,0,0,0,0,0,1-5,neutral
51,R_3015GDPXPIo2d6B,2019-02-20 20:27:00,1,10/10 would not recomend this website but i have no other option to use it for my assigned class. ,0,0,0,0,0,1,0,0,0,0,1-5,negative
52,R_27e8WuUoWtzjlmM,2020-01-29 19:25:00,1,"100 fucking dollars to have access to a textbook and homework that I need to complete a course, absolutely fucking absurd.",0,0,0,1,0,0,0,0,0,0,1-5,neutral
53,R_3Ofii9eBjsUsXof,2020-03-18 15:17:00,10,100 satisfied,0,0,0,0,0,0,0,1,0,0,9-10,positive
54,R_2TGfqQPezS2SQJS,2019-04-23 23:36:00,3,180$ for a textbook is unreasonable,0,0,0,1,0,0,0,0,0,0,1-5,neutral
55,R_XCdORNjeNpZCxSp,2020-09-23 14:03:00,2,2 year publisher1 play making me to pay for a book but i 2 year plan to give me 2 books for free ,0,0,0,1,0,0,0,0,0,0,1-5,positive
56,R_DGdTjqt78z5beBH,2021-02-21 18:37:00,1,250 dollars for late book rental,0,0,0,0,0,0,1,0,0,0,1-5,neutral
57,R_1j8nx8P74Tp04MS,2020-01-30 18:47:00,10,3 of my are classes in one system,0,0,0,1,0,0,0,0,0,0,9-10,neutral
58,R_1oFvwfCyOISzzkb,2018-10-19 16:01:00,7,4 months only is not enough for God sake I mean you guys are called product2!,0,0,0,0,0,1,1,0,0,0,6-8,negative
59,R_1qebDFTs1zgVTAA,2020-09-30 10:36:00,10,4easy system,0,0,0,0,1,0,0,0,0,0,9-10,neutral
60,R_3NKywJNb4kWU95T,2018-12-10 10:44:00,7,"5 is neutral man, don't make me explain myself for putting the middle option.",0,0,0,0,0,0,0,0,0,1,6-8,neutral
61,R_3Mo21N51mE072HX,2020-09-29 13:19:00,5,5 its useful but still challenging to work with ,0,0,0,0,0,0,0,1,0,0,1-5,positive
62,R_a4d0UHlDyXlek2l,2019-01-15 12:44:00,6,502 gateway time out error,1,0,0,0,0,0,0,0,0,0,6-8,negative
63,R_1C2tbazOfMsafHD,2019-03-18 21:14:00,5,"6/10 times when i try to do my homework, i get frozen out of my account and none of my browsers are working with it. this is rough when trying to complete course work.",1,0,0,0,0,0,0,0,0,0,1-5,neutral
64,R_YbuFOxPQ41JFzHj,2021-03-28 12:25:00,9,9 because there is always room for improvement. -(BDE BEATS),1,0,0,0,0,0,0,1,0,0,9-10,positive
65,R_Ut2KrHXkSwXHtpn,2020-10-09 15:19:00,1,"9 out of 10 times I try to use this website it won't load, which is beyond frustrating",1,0,0,0,0,0,0,0,0,0,1-5,negative
66,R_3075ATQYPSyeLcx,2020-02-26 21:55:00,2,"90% of the time when I log in, go to my dashboard, then click on my class, the page does not load and it angers me a lot. do not like this at all and needs to be fixed as it cuts down my time that I could be doing something else other than having to reload my browser an absurd amount of times.",1,0,0,0,0,0,0,0,0,0,1-5,negative
67,R_3jV7f2q5mlc83Cb,2020-03-20 19:00:00,10,a  little high priced but great layout and service,0,0,0,1,0,0,0,0,0,0,9-10,positive
68,R_Z4WOUVYHvESlBbH,2018-12-14 07:01:00,7,A better format for printing the books would be awesome. I have a couple classes that had open-book finals but didn't allow use of computers.,0,0,0,0,0,1,0,0,0,0,6-8,positive
69,R_1LRm6oEpsTofDjD,2019-03-28 20:16:00,6,a bit clunky to get to my textbook.,0,0,0,0,1,1,0,0,0,0,6-8,neutral
70,R_3n324UEHe2KAEGJ,2020-04-28 13:16:00,7,a bit expensive for something that isnt even paper,0,0,0,1,0,0,0,0,0,0,6-8,neutral
71,R_Yc4ObWoStb68kRX,2019-01-30 11:38:00,7,A bit slow,0,0,0,0,0,0,0,0,1,0,6-8,neutral
72,R_2AZvkWbKDNZRV26,2019-03-03 18:18:00,4,"A book i need is offered on publisher1, but is still asking for a payment.",0,1,0,0,0,1,0,0,0,0,1-5,neutral
73,R_1Q6ou5M8jF5qkB2,2019-02-26 14:45:00,7,A book split up into different books that I required for class,0,0,0,1,0,1,0,0,0,0,6-8,neutral
74,R_2YnslvEvIKbm0qT,2019-02-11 19:47:00,7,A book was not available that was promised to be on here,0,0,0,0,0,1,0,0,0,0,6-8,positive
75,R_3PWVSKDFpAbeMoT,2020-01-20 20:36:00,3,a bookstore aught to suffice,0,1,0,0,0,0,0,0,0,0,1-5,neutral
76,R_DRZNcyyOx84UDNT,2020-02-04 16:15:00,1,A college student SHOULD NOT have to pay extra outside of tuition to do homework.,0,0,0,1,0,0,0,0,0,0,1-5,neutral
77,R_2zpSaDyt7K4GShI,2019-03-17 13:54:00,10,"A decent layout to work with, nice study features and it keeps up with what items I am working on and completing.",0,0,0,0,0,0,0,1,0,0,9-10,positive
78,R_2WNcgATb5PO1Use,2020-01-23 16:38:00,9,A few of my classes have auxiliary materials that show up in a separate tile. This clutters up my dashboard and also makes it take longer to find the tile for my book.,0,0,0,0,0,0,0,0,1,0,9-10,neutral
79,R_2WNcgATb5PO1Use,2020-01-23 16:38:00,9,"A few of my classes use older editions of the textbook and when looking up the book by ISBN, these additions are unavailable.",0,1,0,0,0,0,0,0,0,0,9-10,neutral
80,R_1jO4JbBt1X3QXN9,2020-11-05 19:12:00,4,"A few of the graphics in my assignments are so low of quality that it is difficult to discern what they are depicting. This is important in chemistry - student do need to know if there are 3 or 2 Hydrogens attached to a Carbon. But when it is so blurred that you cannot tell what it says, you end up guessing and risk your grade. ",0,0,0,0,0,0,0,0,0,1,1-5,negative
81,R_307BNo41YtFb2Ix,2020-09-23 20:14:00,7,a few of the labs have had errors,0,0,0,0,0,0,0,0,1,0,6-8,negative
82,R_OpRHCJ6JmkGQUJH,2021-04-24 14:23:00,8,"A few of the tests have bright whight back grounds with  black writing, this can be visually disorienting for students with sensory issues. A majority of the backgrounds are a pale blueish-gray which is a less distracting or a color.  More example in the chapters descriptions would be beneficial.",0,0,0,0,0,0,0,0,1,1,6-8,positive
83,R_3EQEcALMJwxuXZN,2020-09-23 20:45:00,7,a few times troubles and no help from school and publisher1,0,0,0,0,0,0,1,0,0,0,6-8,negative
84,R_3KVBQAFXl0myQhs,2018-10-02 08:36:00,5,A four year old textbook in the technology world is unacceptable. If it's too difficult to update a DIGITAL textbook you need to learn how to make it easier. ,0,0,0,0,0,0,0,1,0,0,1-5,negative
85,R_1NDP7kFj3UdReIs,2019-01-19 00:02:00,1,A hassle to get the books you need for your class and that you need a code in order to access your class materials. ,0,1,0,0,0,0,0,0,0,0,1-5,neutral
86,R_3KVZvTbMFA6lzwo,2020-03-27 14:20:00,9,A little awkward looking for my highlighted content. It is also closes session really quickly while I'm working on a paper. ,1,0,0,0,0,0,0,0,0,0,9-10,neutral
87,R_1ZjlIx2D8ECagzn,2019-05-07 08:51:00,8,A little confusing,0,0,0,0,1,0,0,0,0,0,6-8,neutral
88,R_24iQXSNopPLFhzT,2020-08-24 17:24:00,8,A little confusing,0,0,0,0,1,0,0,0,0,0,6-8,neutral
89,R_2eWpgeW2fQOfrk7,2020-09-23 14:50:00,4,A little confusing trying to find everything on the home page.,0,0,0,0,1,0,0,0,0,0,1-5,neutral
90,R_AHyfeIndnyb7mHT,2020-08-28 22:57:00,9,"A little hard to figure out, but it is very useful.",0,0,0,0,1,0,0,0,0,0,9-10,positive
91,R_DoQExhDRNMMlSLf,2019-07-29 23:34:00,8,a little high in price,0,0,0,1,0,0,0,0,0,0,6-8,neutral
92,R_2Etz5RweebjWna8,2020-01-29 20:11:00,9,A little pricey but other than that it is okay.,0,0,0,1,0,0,0,0,0,0,9-10,positive
93,R_1Cg7e8D6I02mAo8,2020-03-01 17:15:00,7,a little pricey for students with low income,0,0,0,1,0,0,0,0,0,0,6-8,negative
94,R_3O0QgINyl40q62D,2020-03-24 12:08:00,7,a little tricky to deal with but very abundant ,0,0,0,0,1,1,0,0,0,0,6-8,neutral
95,R_ZKuwh6nZrI8D3ON,2020-01-28 12:13:00,2,A lot about it is frustrating.,0,0,0,0,0,0,0,0,1,0,1-5,negative
96,R_6zJivIJNJhVrXcR,2019-04-24 14:29:00,8,A lot better format compared to another i currently use.,0,0,0,0,0,0,0,0,1,0,6-8,positive
97,R_yUTAbbZtI2qcwCJ,2018-10-04 01:51:00,4,"A lot of confusion between publisher1, platform1, and platform4. It would be less complicated if it was all called the same thing.",0,1,0,0,0,0,0,0,0,0,1-5,negative
98,R_1Dv9gPY9NvMcRf7,2018-11-27 13:30:00,4,"a lot of different drop down bars, some easy to miss",0,0,0,0,1,0,0,0,0,1,1-5,neutral
99,R_WdL65vSaFqXwnXr,2021-04-01 21:12:00,9,"A lot of features, great selection of books, but the textbook rental could be improved.",0,0,0,0,0,1,0,0,0,0,9-10,positive
100,R_Q4fusJ6qB87JbFf,2020-09-12 18:14:00,7,"A lot of good content and exercises.  The accent toolbar gets in the way.  I know the key commands, so I really with I could disable the accent toolbar.  Also, the 'finish the sentence' exercises are often awkward (they usually come at the end of a chapter and are graded by instructor).  It would be easier to type my own sentences.",0,0,1,0,0,0,0,0,1,1,6-8,positive
101,R_1lnl1svHwOj9qSY,2019-04-25 15:04:00,4,A lot of information in the class is wrong. It teaches incorrect information and marks correct information as wrong.,0,0,0,0,0,0,0,0,0,1,1-5,negative
102,R_2PAIhtNY3MJWeuo,2020-09-26 16:07:00,10,A lot of information to help with studying.,0,0,0,0,0,0,0,1,0,0,9-10,positive
103,R_Ah5LgY6gXJDL6Ol,2018-12-11 18:03:00,7,A lot of money,0,0,0,1,0,0,0,0,0,0,6-8,neutral
104,R_12FQ5icZ4wyc92l,2019-09-19 20:52:00,7,A lot of repetetive tests. slow servers and times out too quickly,1,0,0,0,0,0,0,0,0,0,6-8,neutral
105,R_1d4sJIWUuJSItDT,2019-04-02 08:39:00,7,A lot of student donâ€™t know how to access their book ,0,0,0,1,0,1,0,0,0,0,6-8,neutral
106,R_1FOJeuB5njkaNpp,2019-03-25 10:23:00,3,A lot of stuff doesn't work on my computer and it's very irritating.,1,0,0,0,0,0,0,0,0,0,1-5,negative
107,R_2wvl4fCDobFKkeh,2020-04-23 16:14:00,4,"A lot of the ""correct"" answers to questions are actually incorrect. I feel like I'm fighting to get the right answer more than I'm actually learning the content.",0,0,0,0,0,0,0,0,0,1,1-5,neutral
108,R_3fPn21UJj5dViag,2018-09-30 21:52:00,7,a lot of the books I need were only ebook. was looking to rent them. also I found it difficult to find certain books.,0,0,0,0,1,0,0,0,0,0,6-8,neutral
109,R_BV8hyZxPsoAPRTz,2020-09-30 19:02:00,7,A lot of the content is very wordy and I am not tested/quizzed over.,0,0,0,0,0,0,0,0,0,1,6-8,neutral
110,R_W1LpNGajE2j3nMt,2020-04-26 20:17:00,1,"A lot of the materials I need do not load, especially the quizzes I am required to take.",0,0,0,0,0,0,0,0,1,0,1-5,neutral
111,R_1eWTLMOxUfIUbUO,2020-02-19 13:47:00,1,"A lot of the problems for my class are actually programmed with the wrong answers, when I am a new student I do not know if I am write or not so I assume your system is and I wind up teaching myself the wrong way to come up with the answer you all have for the incorrect ones and have to reprogram myself when I find out it was wrong. Which is usually after I fail a test. J",0,0,0,0,0,0,0,0,0,1,1-5,negative
112,R_3FOI43RJdV0Uj7U,2019-02-20 14:13:00,8,A lot of the time my dashboard won't load without me refreshing what feels like a 100 times.,1,0,0,0,0,0,0,0,0,0,6-8,positive
113,R_71VTzUrMQm3pB8R,2019-02-23 20:08:00,7,A lot of the time publisher1 does not load so I cannot actually do my work. I have found when I open up a new internet browser it would load but it is just frustrating. I have also been done with an assignment and it will be loading to turn in and then delete my responses. Other than that I don't have any issues. ,1,0,0,0,0,0,0,0,0,0,6-8,negative
114,R_1mxWh7QQataa7oU,2020-08-28 20:01:00,5,"A lot of the time, the external links from the website do not work.",0,0,0,0,0,0,0,0,1,0,1-5,neutral
115,R_0SChZ4ljnoHFSgh,2020-10-25 20:29:00,3,a lot of things do not work properly.,0,0,0,0,0,0,0,0,1,0,1-5,neutral
116,R_2ylTksQngopFmWf,2020-09-30 15:39:00,6,"A lot of things seem to be hidden. For example, I often have to dig around to find changed due dates. An announcement board would be nice to have. I also dislike the UI of your media player; it's a bit clunky.",0,0,0,0,0,0,0,1,0,0,6-8,neutral
117,R_3CBn2ZdgnBbiFDD,2020-03-10 22:38:00,3,A lot of times publisher1 is really clunky and incredibly cumbersome to use. ,0,0,0,0,1,0,0,0,1,0,1-5,neutral
118,R_3p2QL25gupC7NU4,2020-09-23 16:43:00,1,"A lot of times when i put the right answer in but marks it wrong and when i make a more ""creative answer"" it marks it wrong as well. it only wants one way to answer but in spanish or in any other language there is always more than one way to answer a question. this program is very frustrating and i don't like it very much.",0,0,0,0,0,0,0,0,0,1,1-5,negative
119,R_7UPiqUUcycRd9qp,2020-02-05 18:07:00,10,A lot of tools to utilize to enhance the learning experience. Ebook helps alleviate the burden of carrying physical textbooks.,0,0,0,0,0,0,0,1,0,0,9-10,neutral
120,R_9FcPELXZzXF38sx,2018-10-31 21:31:00,10,a lot of trouble trying to obtain a book. I think those books are suppose to be free for students ,0,1,0,0,0,1,0,0,0,0,9-10,neutral
121,R_XYYIvp9LTiFOs8h,2020-09-14 00:10:00,1,a lot of work,0,0,0,0,0,0,0,1,0,0,1-5,neutral
122,R_1GOc9AzCrumDHJ1,2020-11-05 19:30:00,10,"A low, flat-rate price to use publisher1 and all resources on publisher1 for either a semester, a year or 2 years deserves over a 10 rating.",0,0,0,1,0,0,0,0,0,0,9-10,negative
123,R_2dDWvARIo1UEOIm,2019-01-18 12:04:00,3,"A more in-depth video concerning everything that is possible with publisher1 might be good. I think publisher1 needs to be explained a little more and have some visual examples about how to use it, because sometimes it is hard to tell if it is working the way it needs to be for the individual. When I first purchased publisher1 and even now if you go to the product2 page it still gives you the option to purchase it again as if you never purchased it which can be confusing.",0,0,0,0,0,0,0,0,0,1,1-5,neutral
124,R_1F5PvFVLecp7ikK,2019-07-04 16:41:00,2,A nightmare to navigate and get to the information I need to complete my assignments.,0,0,0,0,1,0,1,0,0,0,1-5,neutral
125,R_1ozKxXJyYyFe2ST,2020-10-04 17:28:00,4,"A poor contact with professor, limited time to answer questions that require analysis and calculation, the priority is the time not the content, excessive evaluations that don'y allow to study, that is, the student only pays attention to the content of the question ",0,0,0,0,0,0,0,0,0,1,1-5,negative
126,R_30nNBsKjY3dM1dN,2019-03-26 12:08:00,7,"A pop up keeps popping up for try something for free, and it gets annoying",1,0,0,0,0,0,0,0,0,0,6-8,neutral
127,R_2dfEuRCZ6ZrDazs,2018-10-04 17:47:00,2,A rental book should not have so much cost when we are already paying for the online books.  We also had problems with shipping and actually getting the books in paper form. ,0,0,0,1,0,0,0,0,0,0,1-5,negative
